,LEA CODE,LEA,Total Teachers,Leaving,Attrition Rate,ADM,Reduced,Free,Needy Perc,S:T Ratio,Total dropouts,Dropout Rate,Total #Acts committed,Acts per 1000 students,Total Expenditures (TOTALEXP) per Pupil (V33),Total Current Expenditures (TCURELSC) per Pupil (V33),Instructional Expenditures (E13) per Pupil (V33),American Indian/Alaska Native Students,Nat Amr Perc,Asian or Asian/Pacific Islander Students,Asian Perc,Hispanic Students,Hisp Perc,Black Students,Black Perc,White Students,White Perc,Hawaiian Nat./Pacific Isl. Students,Hawaiian Perc,Two or More Races Students,2 Plus perc,Total Revenue (TOTALREV) per Pupil (V33),Total Revenue - Federal Sources (TFEDREV) per Pupil (V33),Total Revenue - State Sources (TSTREV) per Pupil (V33),Total Revenue - Local Sources (TLOCREV) per Pupil (V33),Urban-centric Locale,Urban centric local number,groups
10,90,Bladen,430,31.0,7.21,5066,277,3563,75.8,11.78,90,5.36,27,5.33,9781,9288,5427,75,1.480457955,9,0.177654955,652,12.87011449,2220,43.82155547,2200,43.42676668,1,0.019739438999999998,4,0.078957758,10221,2385,5996,1840,42-Rural: Distant,42,2
11,100,Brunswick,805,98.0,12.17,11969,911,6486,61.8,14.87,136,3.5,95,7.94,9678,8807,5261,108,0.902331022,67,0.55977943,1186,9.908931406,2094,17.49519592,8356,69.81368535,8,0.066839335,9,0.075194252,10402,1485,5079,3838,42-Rural: Distant,42,3
12,110,Buncombe,1639,141.0,8.6,25258,1777,11611,53.0,15.41,292,3.5,349,13.82,9962,8330,5173,82,0.32464961600000003,348,1.3777812969999998,2913,11.53297965,1524,6.033731887,19532,77.32995487,23,0.091060258,455,1.801409454,9865,1372,5204,3290,22-Suburb: Mid-size,22,2
13,120,Burke,732,42.0,5.74,13290,1297,6904,61.71,18.16,99,2.22,87,6.55,8321,7669,4832,34,0.255831452,928,6.982693755,1210,9.104589917,774,5.823927765,10305,77.53950339,25,0.188111362,1150,8.653122649,8761,1355,5317,2089,41-Rural: Fringe,41,1
14,130,Cabarrus,1890,176.0,9.31,28465,1618,9860,40.32,15.06,225,2.57,165,5.8,9081,7463,4737,105,0.368874056,624,2.1921658180000003,3655,12.84033023,5134,18.03618479,18422,64.71807483,18,0.063235552,586,2.05866854,11923,1043,4611,6270,41-Rural: Fringe,41,2
15,140,Caldwell,903,58.0,6.42,12555,912,5967,54.79,13.9,167,4.02,92,7.33,8702,7917,5185,20,0.159299084,82,0.653126245,975,7.765830346,787,6.268418957000001,10450,83.23377141,3,0.023894863,1022,8.140183194,8965,1438,5656,1871,22-Suburb: Mid-size,22,2
16,150,Camden,132,2.0,1.52,1906,137,458,31.22,14.44,20,3.26,0,0.0,8906,8286,4863,8,0.419727177,17,0.891920252,47,2.465897167,265,13.90346275,1560,81.84679958,3,0.157397692,494,25.9181532,9461,888,6531,2042,42-Rural: Distant,42,1
17,160,Carteret,634,52.0,8.2,8342,609,3005,43.32,13.16,102,3.72,65,7.79,9555,8632,5546,45,0.5394389829999999,91,1.0908655,458,5.490290097999999,639,7.660033565,6867,82.31838888,10,0.11987533,10,0.11987533,10416,1277,5031,4108,33-Town: Remote,33,2
18,170,Caswell,218,30.0,13.76,2880,206,1723,66.98,13.21,37,4.01,24,8.33,9730,9279,5944,5,0.173611111,7,0.243055556,196,6.805555556,1076,37.36111111,1604,55.69444444,0,0.0,30,1.041666667,10220,1654,6896,1670,42-Rural: Distant,42,3
19,180,Catawba,1087,93.0,8.56,17092,1167,7108,48.41,15.72,130,2.34,140,8.19,8777,7868,5094,40,0.234027615,1199,7.014977767,2030,11.87690147,971,5.68102036,12391,72.49590452,4,0.023402762,124,0.725485607,9503,1629,5024,2850,41-Rural: Fringe,41,2
20,681,Chapel Hill-Carrboro,924,99.0,10.71,11629,383,2354,23.54,12.59,44,1.19,49,4.21,11689,10696,7059,89,0.765328059,1679,14.43804282,1557,13.38894144,1402,12.05606673,6102,52.47226761,4,0.034396767,13,0.11178949199999999,11385,1164,4751,5470,13-City: Small,13,2
21,600,Charlotte-Mecklenburg,8635,1215.0,14.07,134598,7505,62099,51.71,15.59,1404,3.57,1494,11.1,9782,8050,4998,534,0.39673695,6902,5.127862227,22258,16.53664988,55929,41.55262337,44623,33.15279573,0,0.0,7,0.005200672,10141,1322,4772,4047,11-City: Large,11,3
22,190,Chatham,588,63.5,10.8,7750,449,3477,50.66,13.18,92,3.97,54,6.97,10879,9284,5683,17,0.219354839,68,0.877419355,2160,27.87096774,1086,14.01290323,4429,57.1483871,0,0.0,11,0.141935484,11749,1422,5058,5269,42-Rural: Distant,42,2
23,200,Cherokee,271,24.0,8.86,3347,406,1865,67.85,12.35,30,2.57,5,1.49,10101,9215,5481,62,1.852405139,25,0.7469375559999999,122,3.645055273,57,1.7030176280000002,3245,96.95249477,1,0.029877502,0,0.0,10565,2036,6013,2516,43-Rural: Remote,43,2
24,220,Clay,99,4.0,4.04,1328,105,675,58.73,13.41,7,1.78,4,3.01,9715,9110,5901,3,0.22590361399999997,3,0.22590361399999997,41,3.087349398,14,1.054216867,1341,100.9789157,1,0.075301205,5,0.376506024,10113,1292,6945,1876,43-Rural: Remote,43,1
25,230,Cleveland,1136,105.0,9.24,15721,870,8538,59.84,13.84,250,4.81,149,9.48,10171,8705,5609,27,0.17174479999999998,128,0.81419757,716,4.554417658,4313,27.43464156,10476,66.63698238,3,0.019082756,0,0.0,9752,1620,5562,2570,41-Rural: Fringe,41,2
26,821,Clinton City,242,28.0,11.57,3007,213,1922,71.0,12.43,21,2.64,16,5.32,8628,8400,5215,116,3.857665447,40,1.330229465,620,20.6185567,1256,41.76920519,998,33.18922514,3,0.09976721,754,25.07482541,8993,1779,5183,2030,32-Town: Distant,32,2
27,240,Columbus,452,61.0,13.5,6415,517,4352,75.9,14.19,74,3.46,18,2.81,9322,8671,5315,393,6.126266563,7,0.10911925199999999,529,8.24629774,2282,35.57287607,3466,54.02961808,2,0.031176929,2,0.031176929,9487,2021,6135,1330,42-Rural: Distant,42,3
28,250,Craven,1000,121.0,12.1,14751,1313,6768,54.78,14.75,93,2.13,112,7.59,8093,7719,4844,58,0.39319368200000004,378,2.5625381330000003,1160,7.863873636,4484,30.39793912,8201,55.59623076,28,0.18981763899999998,31,0.210155244,8553,1627,4931,1995,32-Town: Distant,32,3
29,260,Cumberland,3807,576.0,15.13,51631,3621,26135,57.63,13.56,516,3.12,524,10.15,8979,8168,5160,1028,1.9910518869999998,834,1.6153086319999999,5797,11.22775077,23802,46.10021111,18283,35.41089655,176,0.34088047899999996,1,0.001936821,9411,1675,4903,2833,12-City: Mid-size,12,3
30,270,Currituck,283,35.0,12.37,3862,249,1105,35.06,13.65,48,3.73,39,10.1,9829,9051,5295,7,0.18125323699999998,11,0.284826515,162,4.194717763,212,5.489383739,3090,80.01035733,2,0.051786639,3387,87.70067323,10159,1158,5210,3791,42-Rural: Distant,42,3
31,280,Dare,386,28.0,7.25,4823,315,1668,41.12,12.49,27,1.77,40,8.29,12466,10806,6538,10,0.20733983,44,0.9122952520000001,520,10.78167116,145,3.006427535,4127,85.56914783,5,0.103669915,495,10.26332158,13844,1212,5382,7249,33-Town: Remote,33,2
32,290,Davidson,1242,123.0,9.9,20171,1325,7173,42.13,16.24,228,3.57,161,7.98,7767,6975,4525,70,0.34703286899999997,199,0.98656487,1145,5.6764662139999995,643,3.1877447819999998,18274,90.59540925,11,0.054533737,143,0.708938575,7979,1078,4933,1968,41-Rural: Fringe,41,2
33,300,Davie,437,45.0,10.3,6492,372,2542,44.89,14.86,81,4.02,24,3.7,8122,7758,5043,14,0.21565003100000002,35,0.539125077,771,11.87615527,407,6.2692544670000006,5345,82.33210105,1,0.015403574,306,4.71349353,8928,1346,5156,2426,41-Rural: Fringe,41,2
34,310,Duplin,600,82.0,13.67,8945,659,5927,73.63,14.91,87,3.52,52,5.81,9055,8529,5254,47,0.525433203,15,0.16769144800000002,3098,34.63387367,2428,27.14365567,3448,38.54667412,1,0.01117943,0,0.0,9458,1841,5923,1695,42-Rural: Distant,42,3
35,320,Durham,2238,405.0,18.1,31946,1665,18153,62.04,14.27,371,3.67,277,8.67,12223,9300,5611,103,0.32241908199999997,741,2.319539222,6903,21.60833907,16890,52.87046892,6878,21.53008201,46,0.14399298800000002,108,0.338070494,10373,1563,5017,3793,12-City: Mid-size,12,4
36,210,Edenton-Chowan,172,16.0,9.3,2288,152,1325,64.55,13.3,44,5.66,18,7.87,11099,10708,5875,3,0.131118881,2,0.08741258699999999,101,4.414335663999999,1027,44.88636364,1197,52.31643357,2,0.08741258699999999,8,0.34965035,11446,1751,7191,2504,42-Rural: Distant,42,2
37,330,Edgecombe,467,73.0,15.63,7088,528,5125,79.75,15.18,112,4.92,36,5.08,8513,8129,4867,8,0.112866817,16,0.225733634,601,8.479119639,4216,59.48081264,2514,35.46839729,3,0.04232505599999999,61,0.8606094809999999,8732,1437,5870,1425,42-Rural: Distant,42,3
38,861,Elkin,100,11.0,11.0,1177,48,434,40.95,11.77,12,3.07,5,4.25,11397,8557,5472,1,0.084961767,6,0.509770603,210,17.84197111,47,3.993203059,923,78.41971113,0,0.0,199,16.90739167,11867,1289,5657,4920,32-Town: Distant,32,2
39,340,Forsyth-Winston Salem,3998,470.0,11.76,51824,2630,24900,53.12,12.96,606,3.81,765,14.76,10434,8604,5719,145,0.279793146,1121,2.16309046,10633,20.51752084,15867,30.61708861,23372,45.09879592,41,0.079113924,285,0.549938253,11073,1318,4798,4957,12-City: Mid-size,12,3
40,350,Franklin,542,36.0,6.64,8478,595,4389,58.79,15.64,110,4.23,72,8.49,11500,7880,4816,35,0.412833215,30,0.353857042,1110,13.09271054,2696,31.79995282,4459,52.59495164,11,0.129747582,33,0.38924274600000003,9576,1299,5371,2906,42-Rural: Distant,42,2
41,360,Gaston,1945,173.0,8.89,30900,1851,16356,58.92,15.89,450,4.46,127,4.11,8759,7592,4839,71,0.229773463,387,1.252427184,2918,9.443365696,6365,20.598705499999998,21433,69.36245955,18,0.058252427,8,0.025889968,8754,1524,4822,2408,22-Suburb: Mid-size,22,2
42,370,Gates,140,16.0,11.43,1804,154,791,52.38,12.89,18,2.94,3,1.66,10960,10208,5958,6,0.332594235,4,0.22172949,25,1.3858093130000002,673,37.305986700000005,1097,60.80931264,1,0.055432373,1134,62.86031042,11503,1472,7220,2811,43-Rural: Remote,43,2
43,380,Graham,90,7.0,7.78,1191,145,615,63.81,13.23,8,2.14,2,1.68,10705,10017,5738,165,13.85390428,1,0.083963056,27,2.267002519,1,0.083963056,1049,88.07724601,0,0.0,0,0.0,11542,2579,7190,1772,43-Rural: Remote,43,2
44,390,Granville,569,77.0,13.53,8545,589,3749,50.77,15.02,150,5.34,58,6.79,9909,8109,4988,30,0.35108250399999996,38,0.444704506,1022,11.96021065,2868,33.56348742,4499,52.65067291,8,0.093622001,2,0.0234055,9486,1368,5570,2549,42-Rural: Distant,42,3
45,400,Greene,216,24.0,11.11,3191,180,2306,77.91,14.77,25,2.56,20,6.27,10182,9744,5993,3,0.09401441599999999,7,0.21936697,850,26.63741774,1352,42.36916327,1086,34.03321843,2,0.062676277,5,0.15669069300000002,11043,2006,6817,2220,42-Rural: Distant,42,2
46,410,Guilford,4923,496.0,10.08,71227,5442,33064,54.06,14.47,625,2.71,700,9.83,10311,8684,5339,1310,1.839190195,3936,5.525994356,5962,8.370421329,30024,42.15255451,29050,40.78509554,124,0.174091286,17,0.023867354,10863,1312,4795,4756,11-City: Large,11,2
47,420,Halifax,261,59.0,22.61,3823,220,3224,90.09,14.65,45,3.68,18,4.71,10523,9968,5924,232,6.068532566,4,0.104629872,91,2.380329584,3522,92.12660214,184,4.812974103999999,10,0.26157468,7,0.183102276,11426,3217,6202,2007,42-Rural: Distant,42,4
48,430,Harnett,1278,182.0,14.24,19211,1821,8961,56.12,15.03,270,4.48,184,9.58,8088,7182,4602,218,1.13476654,86,0.447660195,3073,15.99604393,4997,26.01113945,10517,54.74467753,34,0.176981937,2,0.010410701999999999,8820,596,5250,2974,41-Rural: Fringe,41,3
49,440,Haywood,551,44.0,7.99,7582,516,3590,54.15,13.76,68,2.81,79,10.42,8925,8502,5227,76,1.002374044,31,0.408863097,447,5.895542073,78,1.028752308,7042,92.87786864,4,0.052756529,779,10.27433395,9250,1370,5158,2722,22-Suburb: Mid-size,22,2
50,450,Henderson,914,87.0,9.52,13177,934,6084,53.26,14.42,92,2.28,41,3.11,8813,8199,5519,33,0.250436366,173,1.312893678,2432,18.45640131,503,3.817257342,9757,74.04568566,29,0.22008044300000001,2,0.015177962,9530,1532,5121,2877,41-Rural: Fringe,41,2
51,460,Hertford,231,21.0,9.09,3095,222,2348,83.04,13.4,23,2.32,13,4.2,10190,9891,5690,22,0.71082391,17,0.549273021,71,2.294022617,2638,85.23424879,510,16.47819063,1,0.032310177999999995,545,17.60904685,10626,1883,6839,1905,33-Town: Remote,33,2
52,181,Hickory Public,311,39.0,12.54,4238,254,2357,61.61,13.63,49,4.1,23,5.43,8944,8212,5136,9,0.212364323,213,5.025955639,850,20.05663049,970,22.88815479,2093,49.38650307,1,0.023596036,43,1.014629542,9286,1798,5187,2301,13-City: Small,13,3
53,470,Hoke,546,113.0,20.7,7945,601,4765,67.54,14.55,69,3.31,57,7.17,8726,8129,5123,927,11.66771554,65,0.818124607,1427,17.96098175,3037,38.22529893,2286,28.77281309,12,0.151038389,8,0.100692259,8910,1654,5906,1349,31-Town: Fringe,31,4
54,480,Hyde,70,7.0,10.0,575,44,329,64.87,8.21,3,1.76,6,10.44,18857,18435,10197,0,0.0,0,0.0,90,15.65217391,187,32.52173913,316,54.95652174,0,0.0,0,0.0,19066,2954,12795,3317,43-Rural: Remote,43,2
55,490,Iredell-Statesville,1162,114.0,9.81,21130,1273,7670,42.32,18.18,159,2.27,111,5.25,8668,7509,4642,44,0.208234737,573,2.711784193,2149,10.17037388,2992,14.15996214,14898,70.50638902,11,0.052058684,16,0.075721723,9285,1128,4862,3295,41-Rural: Fringe,41,2
56,500,Jackson,252,32.0,12.7,3553,354,1580,54.43,14.1,22,2.11,12,3.38,10045,9069,5547,383,10.77962285,40,1.125809175,293,8.246552208999999,43,1.210244863,2836,79.81987053,7,0.197016606,726,20.43343653,11028,1872,5654,3503,41-Rural: Fringe,41,3
57,510,Johnston,2156,186.0,8.63,31982,1537,12778,44.76,14.83,303,3.28,224,7.0,9246,8237,5185,158,0.494027891,189,0.590957414,5451,17.04396223,5397,16.87511725,20226,63.24182353,22,0.068788694,42,0.13132387,12576,899,5114,6563,41-Rural: Fringe,41,2
58,520,Jones,109,15.5,14.22,1138,127,815,82.78,10.44,16,4.42,11,9.67,11906,11578,6652,7,0.615114236,4,0.35149384899999997,59,5.184534271,606,53.2513181,547,48.06678383,2,0.175746924,1011,88.8400703,12116,1858,8288,1970,42-Rural: Distant,42,3
59,132,Kannapolis,403,37.0,9.18,5119,317,3276,70.19,12.7,81,5.57,35,6.84,9974,8971,5909,6,0.11721039300000001,72,1.406524712,1149,22.44579019,1448,28.28677476,2279,44.52041414,1,0.019535065,26,0.507911702,9080,1877,5098,2106,22-Suburb: Mid-size,22,2
60,530,Lee,600,84.0,14.0,9565,678,5261,62.09,15.94,140,4.72,54,5.65,9144,8427,5492,67,0.700470465,60,0.6272869839999999,2955,30.89388395,2118,22.14323053,4379,45.78149503,4,0.041819132,51,0.533193936,9567,1479,5328,2760,41-Rural: Fringe,41,3
61,540,Lenoir,602,85.0,14.12,9128,822,4997,63.75,15.16,109,3.52,49,5.37,8870,8173,4924,30,0.328659071,45,0.492988606,981,10.74715162,4301,47.11875548,3788,41.49868536,5,0.054776512,251,2.7497808939999997,9473,1543,5635,2295,41-Rural: Fringe,41,3
62,291,Lexington City,253,39.0,15.42,2920,191,2164,80.65,11.54,57,6.53,7,2.4,11141,10154,6312,18,0.616438356,165,5.650684932000001,945,32.363013699999996,1049,35.92465753,784,26.84931507,2,0.068493151,243,8.321917808,10642,2758,5626,2259,32-Town: Distant,32,3
63,550,Lincoln,790,58.0,7.34,11674,879,4765,48.35,14.78,132,3.39,107,9.17,9280,7907,5011,22,0.188452972,66,0.5653589170000001,1245,10.66472503,722,6.184683913,9655,82.70515676,4,0.034264177,33,0.28267945899999997,12521,1296,5000,6224,41-Rural: Fringe,41,2
64,560,Macon,347,25.0,7.2,4272,329,2331,62.27,12.31,55,4.0,37,8.66,11508,9364,5711,15,0.35112359600000004,25,0.585205993,517,12.10205993,45,1.053370787,3618,84.69101124,4,0.093632959,0,0.0,10688,1905,5637,3145,41-Rural: Fringe,41,2
65,570,Madison,197,17.0,8.63,2550,198,1385,62.08,12.94,21,2.64,9,3.53,10330,9327,5547,12,0.470588235,12,0.470588235,80,3.137254902,5,0.19607843100000003,2445,95.88235294,0,0.0,115,4.509803922,10263,1568,6667,2028,42-Rural: Distant,42,2
66,580,Martin,300,29.0,9.67,3745,281,2246,67.48,12.48,42,3.79,25,6.68,10162,9624,5806,5,0.133511348,21,0.560747664,163,4.35246996,1945,51.93591455,1685,44.99332443,1,0.02670227,11,0.293724967,10397,1710,6788,1899,42-Rural: Distant,42,2
67,590,McDowell,456,38.0,8.33,6300,518,3777,68.17,13.82,79,4.03,25,3.97,8752,8158,5282,33,0.523809524,80,1.26984127,717,11.38095238,197,3.126984127,5433,86.23809524,2,0.031746032,1,0.015873016,8629,1353,5502,1774,32-Town: Distant,32,2
68,610,Mitchell,177,14.0,7.91,2055,255,924,57.37,11.61,26,3.83,10,4.87,11087,10701,6470,3,0.145985401,13,0.632603406,137,6.666666667,7,0.340632603,1915,93.18734793,1,0.048661800000000005,10,0.486618005,11181,1601,7430,2150,42-Rural: Distant,42,2
69,620,Montgomery,358,48.0,13.41,4104,304,2834,76.46,11.46,40,3.13,39,9.5,9168,8779,5569,7,0.170565302,78,1.900584795,1286,31.33528265,924,22.51461988,1969,47.97758285,5,0.121832359,12,0.29239766100000003,9506,1773,5826,1907,42-Rural: Distant,42,3
70,630,Moore,826,95.0,11.5,12378,680,5015,46.01,14.99,96,2.4,103,8.32,8581,8036,5042,133,1.074486993,112,0.9048311520000001,1323,10.68831798,2414,19.50234287,8457,68.32283083,10,0.080788496,56,0.45241557600000004,9181,1320,4791,3070,42-Rural: Distant,42,2
71,491,Mooresville Graded,335,18.0,5.37,5420,301,1908,40.76,16.18,43,2.65,28,5.17,8184,7725,4784,11,0.20295203,105,1.9372693730000001,374,6.900369004,852,15.719557199999999,4039,74.5202952,12,0.22140221399999999,298,5.498154982000001,8215,953,4633,2629,31-Town: Fringe,31,1
72,862,Mount Airy City,110,13.0,11.82,1607,106,874,60.98,14.61,17,3.2,18,11.2,10265,9327,5712,0,0.0,31,1.929060361,255,15.86807716,169,10.51649035,1146,71.3130056,2,0.12445550699999999,150,9.334163037,10548,1987,5641,2920,32-Town: Distant,32,3
73,640,Nash-Rocky Mount,1083,111.5,10.3,16802,1102,9785,64.8,15.51,243,4.47,87,5.18,10376,8539,5362,82,0.488037138,117,0.6963456729999999,1688,10.04642304,8674,51.62480657,6056,36.04332818,11,0.065468397,15,0.08927508599999999,10166,1540,5357,3269,41-Rural: Fringe,41,2
74,650,New Hanover,1555,132.0,8.49,24060,1170,9773,45.48,15.47,295,3.83,174,7.23,9657,8759,5241,117,0.486284289,383,1.591853699,2014,8.370739817,5808,24.13965087,15605,64.85868662,27,0.112219451,14,0.058187864000000006,10333,1459,4957,3917,12-City: Mid-size,12,2
75,182,Newton Conover,201,17.0,8.46,2886,249,1607,64.31,14.36,45,4.54,30,10.4,9427,8199,5344,1,0.034650035,141,4.885654886,639,22.14137214,463,16.04296604,1570,54.4005544,1,0.034650035,852,29.52182952,9867,1632,5011,3223,22-Suburb: Mid-size,22,2
76,660,Northampton,195,30.0,15.38,2328,209,1981,94.07,11.94,26,3.72,13,5.58,12076,10728,6378,5,0.214776632,6,0.257731959,53,2.276632302,1980,85.05154639,419,17.99828179,1,0.042955325999999995,179,7.689003436,12585,2177,7916,2493,42-Rural: Distant,42,3
77,670,Onslow,1438,205.0,14.26,23365,2366,7770,43.38,16.25,191,2.84,130,5.56,8369,7778,4892,199,0.8517012629999999,248,1.061416649,2370,10.14337685,4775,20.436550399999998,14811,63.38968543,65,0.27819388,28,0.119837364,9066,1721,4805,2540,41-Rural: Fringe,41,3
78,680,Orange,518,44.0,8.49,7132,286,2554,39.82,13.77,54,2.37,76,10.66,11897,9781,6073,28,0.392596747,45,0.630959058,896,12.56309591,1224,17.16208637,4790,67.16208637,7,0.098149187,1422,19.93830623,18502,1164,5529,11809,41-Rural: Fringe,41,2
79,690,Pamlico,121,29.0,23.97,1391,107,785,64.13,11.5,8,1.48,6,4.31,12005,10460,5704,9,0.647016535,9,0.647016535,47,3.378864127,375,26.95902229,993,71.38749101,1,0.071890726,7,0.503235083,12822,1987,7330,3504,43-Rural: Remote,43,5
80,710,Pender,558,70.0,12.54,8156,675,4182,59.55,14.62,83,3.16,25,3.07,9157,8018,4767,38,0.465914664,24,0.294261893,875,10.72829819,1629,19.97302599,5681,69.65424228,7,0.085826385,49,0.600784698,10454,1587,4811,4055,42-Rural: Distant,42,3
81,720,Perquimans,122,10.5,8.61,1720,155,1010,67.73,14.1,19,3.39,3,1.74,10088,9763,5380,5,0.29069767399999996,4,0.23255814,34,1.976744186,592,34.41860465,1157,67.26744186,0,0.0,196,11.39534884,10138,2029,6492,1616,42-Rural: Distant,42,2
82,730,Person,377,59.0,15.65,4926,350,2457,56.98,13.07,89,5.47,37,7.51,9266,8613,5526,20,0.40600893200000004,9,0.182704019,402,8.160779537,1818,36.90621194,2746,55.74502639,2,0.040600893,40,0.8120178640000001,10200,1535,5570,3095,32-Town: Distant,32,3
83,740,Pitt,1595,220.0,13.79,22971,1054,12484,58.94,14.4,318,4.31,306,13.32,9833,8251,5440,54,0.235079013,289,1.258108049,2088,9.089721823,11425,49.73662444,9174,39.93731226,7,0.030473205,28,0.121892821,8669,1490,5321,1857,41-Rural: Fringe,41,3
84,750,Polk,193,17.0,8.81,2331,213,1106,56.59,12.08,26,3.25,3,1.29,10441,10070,6099,8,0.34320034299999996,5,0.214500215,268,11.4972115,151,6.4779064779999995,1991,85.41398541,0,0.0,593,25.43972544,11289,1487,5923,3878,42-Rural: Distant,42,2
85,760,Randolph,1221,141.0,11.55,18372,1273,8639,53.95,15.05,112,1.98,139,7.57,8372,7714,4889,122,0.664053995,209,1.137600697,2534,13.79272806,729,3.967994775,14901,81.10711953,7,0.038101459,25,0.136076638,8887,1412,5107,2369,42-Rural: Distant,42,2
86,770,Richmond,522,75.0,14.37,7546,553,4951,72.94,14.46,105,4.34,39,5.17,9116,8418,5173,349,4.62496687,87,1.152928704,700,9.276437847999999,2998,39.7296581,3560,47.17731248,7,0.09276437800000001,20,0.265041081,9297,1867,5786,1644,33-Town: Remote,33,3
87,421,Roanoke Rapids City,191,8.0,4.19,2896,199,1268,50.66,15.16,33,3.74,33,11.4,8917,8477,5196,17,0.587016575,47,1.622928177,109,3.763812155,671,23.1698895,2136,73.75690608,7,0.241712707,19,0.656077348,9034,1402,5572,2060,32-Town: Distant,32,1
88,780,Robeson,1586,85.0,5.36,23296,1513,17934,83.48,14.69,242,3.48,183,7.86,9638,8861,5672,10287,44.15779533,225,0.9658310440000001,2495,10.70999313,6221,26.70415522,3837,16.47063874,7,0.030048077000000003,0,0.0,9520,2291,5945,1284,41-Rural: Fringe,41,1
89,790,Rockingham,981,98.0,9.99,13527,883,7152,59.4,13.79,205,4.58,114,8.43,9437,8248,5040,46,0.34006062,67,0.495305685,1391,10.28313743,2893,21.38685592,8873,65.59473645,9,0.066533599,63,0.465735196,11360,1420,6163,3777,32-Town: Distant,32,2
90,800,Rowan-Salisbury,1408,143.0,10.16,20002,1346,10758,60.51,14.21,214,3.36,76,3.8,8965,8351,5240,59,0.294970503,214,1.069893011,2417,12.08379162,3938,19.6880312,13349,66.73832617,24,0.119988001,27,0.134986501,9333,1445,5131,2756,41-Rural: Fringe,41,2
