LEA CODE,LEA,Total Teachers,Leaving,Attrition Rate,ADM,Reduced,Free,Needy Perc,S:T Ratio,Total dropouts,Dropout Rate,Total #Acts committed,Acts per 1000 students,Total Expenditures (TOTALEXP) per Pupil (V33),Total Current Expenditures (TCURELSC) per Pupil (V33),Instructional Expenditures (E13) per Pupil (V33),American Indian/Alaska Native Students,Nat Amr Perc,Asian or Asian/Pacific Islander Students,Asian Perc,Hispanic Students,Hisp Perc,Black Students,Black Perc,White Students,White Perc,Hawaiian Nat./Pacific Isl. Students,Hawaiian Perc,Two or More Races Students,2 Plus perc,Total Revenue (TOTALREV) per Pupil (V33),Total Revenue - Federal Sources (TFEDREV) per Pupil (V33),Total Revenue - State Sources (TSTREV) per Pupil (V33),Total Revenue - Local Sources (TLOCREV) per Pupil (V33),Urban-centric Locale,Urban centric local number
760,Randolph,1184,137,11.57,18199,1339,8853,56,15.25,139,2.41,170,9.34,8059,7756,4845,116,0.637397659,227,1.247321281,2690,14.78103192,700,3.846365185,14368,78.94939282,6,0.032968844,521,2.862794659,8029,991,5561,1477,41-Rural: Fringe,41
770,Richmond,490,84,17.14,7527,554,5258,77.22,15.14,30,2.31,25,3.32,9011,8460,5130,317,4.211505248,68,0.903414375,756,10.04384217,2902,38.554537,3579,47.54882423,3,0.039856517,245,3.254948851,8645,1360,5964,1321,32-Town: Distant,32
421,Roanoke Rapids City,185,17,9.19,3406,212,2971,93.45,17.93,60,2.47,19,6.31,8588,8198,4987,11,0.322959483,49,1.438637698,139,4.08103347,789,23.16500294,2116,62.1256606,5,0.146799765,56,1.644157369,8606,1058,5705,1844,32-Town: Distant,32
780,Robeson,1505,273,18.14,23456,1651,18439,85.65,26.62,165,2.34,178,7.59,8810,8293,5111,10417,44.41081173,189,0.805763984,3097,13.20344475,6192,26.39836289,3779,16.11101637,18,0.076739427,959,4.088506139,8595,1587,5961,1047,32-Town: Distant,32
790,Rockingham,920,106,11.52,13179,878,6987,59.68,10.14,171,3.89,104,7.89,8733,8428,5044,48,0.364215798,59,0.447681918,1556,11.80666211,2705,20.52507778,8549,64.86835116,12,0.091053949,675,5.121784657,8546,1011,5837,1699,41-Rural: Fringe,41
800,Rowan-Salisbury,1371,191,13.93,19720,1462,11047,63.43,35.47,73,1.17,127,6.44,8795,8506,5284,56,0.283975659,228,1.156186613,2675,13.56490872,3758,19.05679513,12853,65.17748479,20,0.101419878,575,2.915821501,8684,1177,5361,2146,41-Rural: Fringe,41
810,Rutherford,552,68,12.32,8753,681,5634,72.15,15.36,128,4.52,75,8.77,9158,8995,5478,39,0.445561522,44,0.502684794,562,6.420655775,1133,12.94413344,6595,75.3455958,1,0.011424654,589,6.729121444,9369,1578,5798,1994,41-Rural: Fringe,41
820,Sampson,551,73,13.25,8521,643,5831,75.98,19.72,85,3.25,32,3.76,8337,8223,4933,75,0.880178383,18,0.211242812,2930,34.38563549,1805,21.18295975,3695,43.36345499,6,0.070414271,306,3.591127802,8170,1265,5668,1237,42-Rural: Distant,42
830,Scotland,465,110,23.66,6055,395,4498,80.81,9.98,19,2.29,45,7.43,10727,10310,6342,960,15.85466557,66,1.090008258,155,2.559867878,2881,47.58051197,1978,32.66721718,4,0.066061107,232,3.831544178,10290,1642,6644,2004,32-Town: Distant,32
840,Stanly,634,77,12.15,8691,724,4093,55.43,18.45,83,4.22,86,9.9,8217,7984,5161,21,0.241629272,277,3.187205155,608,6.995742722,1143,13.15153607,6474,74.49085261,1,0.011506156,303,3.486365205,8186,936,5743,1507,42-Rural: Distant,42
850,Stokes,490,54,11.02,6660,568,2862,51.5,12.27,110,4.04,41,6.16,9376,8705,5149,14,0.21021021,23,0.345345345,325,4.87987988,248,3.723723724,6025,90.46546547,5,0.075075075,264,3.963963964,9270,1436,6041,1792,41-Rural: Fringe,41
860,Surry,561,41,7.31,8242,766,4698,66.29,59.29,44,1.9,93,11.28,8431,8243,5139,13,0.157728707,39,0.47318612,1777,21.5603009,210,2.547925261,6383,77.44479495,9,0.109196797,158,1.917010434,8339,1063,5698,1578,42-Rural: Distant,42
870,Swain,140,14,10,1932,254,1000,64.91,11.5,74,2.75,8,4.14,9873,9305,5278,494,25.56935818,8,0.414078675,92,4.761904762,21,1.086956522,1388,71.8426501,2,0.103519669,76,3.933747412,10124,2485,6685,954,42-Rural: Distant,42
292,Thomasville City,178,37,20.79,2390,138,2031,90.75,8.75,4,1.07,10,4.18,10310,9593,5616,25,1.046025105,31,1.29707113,752,31.46443515,953,39.87447699,614,25.69037657,3,0.125523013,148,6.192468619,9828,1686,5671,2471,22-Suburb: Mid-size,22
880,Transylvania,268,20,7.46,3537,294,1891,61.78,72.18,9,1.55,28,7.92,10214,9930,5976,11,0.310998021,33,0.932994063,209,5.908962398,178,5.032513429,2989,84.50664405,6,0.169635284,166,4.693242861,9985,1289,5565,3131,31-Town: Fringe,31
890,Tyrrell,52,8,15.38,550,68,362,78.18,0.21,19,3.04,1,1.82,14812,14391,7699,1,0.181818182,16,2.909090909,105,19.09090909,201,36.54545455,239,43.45454545,0,0,39,7.090909091,14880,1754,11374,1752,43-Rural: Remote,43
900,Union,2480,356,14.35,40694,2311,12272,35.84,83.73,24,1.97,329,8.17,8233,7760,4864,100,0.245736472,794,1.951147589,6056,14.88180076,5356,13.16164545,27389,67.30476237,16,0.039317836,948,2.329581757,8013,645,4903,2465,21-Suburb: Large,21
910,Vance,520,118,22.69,6680,415,5471,88.11,0.66,3,2.1,55,8.23,9194,8873,5443,19,0.284431138,39,0.583832335,936,14.01197605,4387,65.67365269,1571,23.51796407,1,0.01497006,185,2.769461078,9365,1629,6195,1541,32-Town: Distant,32
920,Wake,9670,1170,12.1,150526,7178,45238,34.82,923.47,169,1.38,1037,6.95,8456,7730,5040,515,0.342133585,9729,6.463335238,23491,15.60594183,36878,24.49942203,73927,49.11244569,91,0.060454672,6325,4.201931892,8056,645,5033,2379,21-Suburb: Large,21
930,Warren,179,46,25.7,2380,207,1839,85.97,21.06,102,4.67,22,9.24,11113,10635,6019,164,6.890756303,6,0.25210084,161,6.764705882,1660,69.74789916,429,18.02521008,1,0.042016807,48,2.016806723,10983,1899,7187,1897,43-Rural: Remote,43
940,Washington,129,36,27.91,1752,155,1370,87.04,4.94,870,1.95,12,7.08,10741,10528,5748,0,0,4,0.228310502,143,8.162100457,1238,70.66210046,396,22.60273973,0,0,35,1.997716895,10592,2142,7215,1235,41-Rural: Fringe,41
950,Watauga,361,42,11.63,4380,391,1420,41.35,3.6,33,4.1,42,9.59,9663,9284,6035,8,0.182648402,49,1.118721461,331,7.557077626,48,1.095890411,3963,90.47945205,3,0.068493151,148,3.378995434,9633,838,5735,3059,42-Rural: Distant,42
960,Wayne,1247,152,12.19,19019,1420,11071,65.68,257.01,16,2.91,83,4.36,8500,7764,5266,31,0.1629949,203,1.067353699,3515,18.48151848,6826,35.89042536,8083,42.49960566,21,0.1104159,1082,5.689047794,8365,1471,5541,1353,41-Rural: Fringe,41
422,Weldon City,84,22,26.19,3012,219,1602,60.46,18.48,39,2.6,3,3.07,11925,11512,5868,4,0.132802125,5,0.166002656,9,0.298804781,1019,33.8313413,30,0.996015936,0,0,12,0.398406375,11754,2252,7044,2459,32-Town: Distant,32
241,Whiteville City,151,16,10.6,2287,161,1502,72.72,3.62,230,4,11,4.81,9158,8810,5521,39,1.705290774,8,0.349803236,179,7.826847398,966,42.23874071,1032,45.1246174,2,0.087450809,91,3.979011806,9409,1798,6202,1409,32-Town: Distant,32
970,Wilkes,620,64,10.32,9760,902,5649,67.12,13.07,67,2.22,79,8.09,8390,8090,4894,25,0.256147541,27,0.276639344,1302,13.34016393,442,4.528688525,8280,84.83606557,1,0.010245902,307,3.145491803,8233,1055,5473,1704,41-Rural: Fringe,41
980,Wilson,755,100,13.25,12307,820,7246,65.54,3.22,127,3.43,120,9.75,8219,8011,4785,24,0.195010969,150,1.218818559,1944,15.79588852,5690,46.23385065,4399,35.74388559,10,0.081254571,331,2.689526286,8078,1167,5253,1657,42-Rural: Distant,42
990,Yadkin,403,44,10.92,5537,484,2752,58.44,14.69,39,2.15,49,8.85,8493,8213,5003,12,0.216723858,18,0.325085787,1222,22.06971284,200,3.612064295,4301,77.67744266,6,0.108361929,112,2.022756005,8483,878,5943,1662,42-Rural: Distant,42
995,Yancey,179,25,13.97,2253,252,1089,59.52,13.18,11,1.6,13,5.77,10177,9361,5410,8,0.355082113,5,0.22192632,251,11.14070129,19,0.843320018,2015,89.43630715,0,0,34,1.509098979,10095,1464,6845,1786,42-Rural: Distant,42
